year,country,ccode,protestdays,demand_labor,demand_land,demand_policebrutality,demand_political,demand_price,demand_removal,demand_social,nonviolent,protesterviolence,state_violence,both_violence
1997,Poland,290,52,1,0,0,13,0,0,0,11,2,0,0
1997,Portugal,235,0,0,0,0,0,0,0,0,0,0,0,0
1997,Qatar,694,0,0,0,0,0,0,0,0,0,0,0,0
1997,Romania,360,1,1,0,0,1,0,0,0,0,1,0,0
1997,Russia,365,1,1,0,0,0,0,0,0,1,0,0,0
1997,Rwanda,517,0,0,0,0,0,0,0,0,0,0,0,0
1997,Saudi Arabia,670,0,0,0,0,0,0,0,0,0,0,0,0
1997,Senegal,433,1,0,0,0,1,0,0,0,1,0,0,0
1997,Sierra Leone,451,3,0,0,0,3,0,1,0,2,1,0,0
1997,Singapore,830,0,0,0,0,0,0,0,0,0,0,0,0
1997,Slovak Republic,317,4,0,0,1,4,0,2,0,4,0,1,0
1997,Slovenia,349,3,2,0,0,2,0,0,0,3,0,0,0
1997,Somalia,520,2,0,0,0,2,0,0,0,2,0,1,0
1997,South Africa,560,2,0,0,0,2,0,0,0,0,2,2,2
1997,South Korea,732,19,0,0,0,16,0,0,0,8,8,9,8
1997,Spain,230,4,0,1,0,4,0,0,0,3,1,0,0
1997,Sri Lanka,780,2,0,0,1,1,0,0,0,1,1,0,0
1997,Sudan,625,0,0,0,0,0,0,0,0,0,0,0,0
1997,Suriname,115,0,0,0,0,0,0,0,0,0,0,0,0
1997,Swaziland,572,8,3,0,0,6,0,0,0,6,2,3,2
1997,Sweden,380,0,0,0,0,0,0,0,0,0,0,0,0
1997,Switzerland,225,1,0,0,0,1,0,0,0,1,0,0,0
1997,Syria,652,0,0,0,0,0,0,0,0,0,0,0,0
1997,Taiwan,713,5,0,0,0,3,0,2,0,4,1,0,0
1997,Tajikistan,702,12,0,0,0,2,0,0,0,2,0,0,0
1997,Tanzania,510,0,0,0,0,0,0,0,0,0,0,0,0
1997,Thailand,800,120,0,4,0,0,0,1,0,5,0,0,0
1997,Togo,461,1,0,0,0,1,0,0,0,1,0,0,0
1997,Tunisia,616,0,0,0,0,0,0,0,0,0,0,0,0
1997,Turkey,640,4,0,0,0,4,0,0,0,4,0,0,0
1997,Turkmenistan,701,0,0,0,0,0,0,0,0,0,0,0,0
1997,Uganda,500,0,0,0,0,0,0,0,0,0,0,0,0
1997,Ukraine,369,3,1,0,0,2,0,0,0,3,0,0,0
1997,United Arab Emirate,696,0,0,0,0,0,0,0,0,0,0,0,0
1997,United Kingdom,200,14,1,0,0,13,0,0,0,14,0,0,0
1997,Uruguay,165,1,0,0,0,1,0,0,0,1,0,0,0
1997,Uzbekistan,704,0,0,0,0,0,0,0,0,0,0,0,0
1997,Venezuela,101,95,6,0,0,4,1,0,0,10,0,0,0
1997,Vietnam,816,6,0,1,0,0,2,1,0,0,2,0,0
1997,Yemen,679,1,0,0,1,0,0,0,0,1,0,0,0
1997,Yugoslavia,347,98,2,0,2,8,0,2,4,7,1,2,0
1997,Zambia,551,15,3,0,1,8,0,0,0,8,4,1,1
1997,Zimbabwe,552,6,2,0,0,2,2,0,0,3,2,0,0
1998,Afghanistan,700,1,0,0,0,0,0,0,1,1,0,0,0
1998,Albania,339,3,0,0,0,2,0,2,0,2,1,1,1
1998,Algeria,615,2,0,0,0,1,0,0,0,0,1,1,1
1998,Angola,540,0,0,0,0,0,0,0,0,0,0,0,0
1998,Argentina,160,0,0,0,0,0,0,0,0,0,0,0,0
1998,Armenia,371,2,0,0,0,2,0,0,0,2,0,0,0
1998,Austria,305,0,0,0,0,0,0,0,0,0,0,0,0
1998,Azerbaijan,373,8,0,0,0,8,0,0,0,7,1,2,1
1998,Bahrain,692,0,0,0,0,0,0,0,0,0,0,0,0
1998,Bangladesh,771,12,0,0,3,8,0,0,0,3,8,2,1
1998,Belarus,370,1,0,0,0,1,0,1,0,1,0,0,0
1998,Belgium,211,0,0,0,0,0,0,0,0,0,0,0,0
1998,Benin,434,1,0,0,0,1,0,0,0,0,1,0,0
1998,Bhutan,760,0,0,0,0,0,0,0,0,0,0,0,0
1998,Bolivia,145,48,2,0,0,4,1,0,0,4,3,3,3
1998,Bosnia,346,1,0,0,0,1,0,0,0,1,0,0,0
1998,Botswana,571,0,0,0,0,0,0,0,0,0,0,0,0
1998,Brazil,140,14,0,0,0,11,0,0,0,9,2,0,0
1998,Bulgaria,355,0,0,0,0,0,0,0,0,0,0,0,0
1998,Burkina Faso,439,2,0,0,0,2,0,0,0,0,2,1,1
1998,Burundi,516,0,0,0,0,0,0,0,0,0,0,0,0
1998,Cambodia,811,33,0,0,0,5,0,0,0,2,3,1,1
1998,Cameroon,471,0,0,0,0,0,0,0,0,0,0,0,0
1998,Canada,20,0,0,0,0,0,0,0,0,0,0,0,0
1998,Cape Verde,402,0,0,0,0,0,0,0,0,0,0,0,0
1998,Central African Republic,482,0,0,0,0,0,0,0,0,0,0,0,0
1998,Chad,483,0,0,0,0,0,0,0,0,0,0,0,0
1998,Chile,155,3,0,0,0,2,0,0,0,0,2,1,1
1998,China,710,11,2,0,0,5,0,0,0,5,2,2,1
1998,Colombia,100,27,3,0,0,4,0,0,0,5,0,1,0
1998,Comoros,581,5,1,0,0,3,0,1,0,2,1,1,1
1998,Congo Brazzaville,484,0,0,0,0,0,0,0,0,0,0,0,0
1998,Congo Kinshasa,490,0,0,0,0,0,0,0,0,0,0,0,0
1998,Costa Rica,94,0,0,0,0,0,0,0,0,0,0,0,0
1998,Croatia,344,1,1,0,0,0,1,0,0,1,0,0,0
1998,Cuba,40,0,0,0,0,0,0,0,0,0,0,0,0
1998,Cyprus,352,0,0,0,0,0,0,0,0,0,0,0,0
1998,Czech Republic,316,0,0,0,0,0,0,0,0,0,0,0,0
1998,Denmark,390,0,0,0,0,0,0,0,0,0,0,0,0
1998,Djibouti,522,0,0,0,0,0,0,0,0,0,0,0,0
1998,Dominican Republic,42,6,0,0,0,4,1,0,0,0,4,2,2
1998,Ecuador,130,7,0,0,0,5,1,0,0,4,2,2,0
1998,Egypt,651,0,0,0,0,0,0,0,0,0,0,0,0
1998,El Salvador,92,4,1,0,0,3,0,0,0,4,0,0,0
1998,Equatorial Guinea,411,0,0,0,0,0,0,0,0,0,0,0,0
1998,Eritrea,531,0,0,0,0,0,0,0,0,0,0,0,0
1998,Estonia,366,4,0,0,0,4,0,0,0,4,0,0,0
1998,Ethiopia,530,0,0,0,0,0,0,0,0,0,0,0,0
1998,Finland,375,0,0,0,0,0,0,0,0,0,0,0,0
1998,France,220,28,7,0,1,22,4,0,2,19,9,0,0
1998,Gabon,481,3,1,0,0,1,0,0,0,0,2,0,0
1998,Gambia,420,0,0,0,0,0,0,0,0,0,0,0,0
1998,Georgia,372,0,0,0,0,0,0,0,0,0,0,0,0
1998,Germany,255,6,0,0,0,6,0,0,0,6,0,0,0
1998,Ghana,452,1,0,1,0,0,0,1,0,0,1,0,0
1998,Greece,350,74,0,0,0,9,0,0,0,6,3,2,2
1998,Guatemala,90,0,0,0,0,0,0,0,0,0,0,0,0
1998,Guinea,438,2,0,0,0,2,0,0,0,0,2,0,0
1998,Guinea-Bissau,404,0,0,0,0,0,0,0,0,0,0,0,0
1998,Guyana,110,16,0,0,1,6,0,1,0,5,3,1,0
1998,Haiti,41,3,0,0,2,1,0,0,0,0,3,1,1
1998,Honduras,91,7,1,0,0,2,1,0,0,3,1,0,0
1998,Hungary,310,1,0,0,0,1,0,0,0,1,0,0,0
1998,India,750,6,0,2,1,3,0,0,0,4,2,1,1
1998,Indonesia,850,80,1,0,0,10,11,0,2,12,11,6,4
1998,Iran,630,5,0,0,1,3,0,1,0,4,1,0,0
1998,Iraq,645,0,0,0,0,0,0,0,0,0,0,0,0
1998,Ireland,205,0,0,0,0,0,0,0,0,0,0,0,0
1998,Italy,325,2,0,0,0,2,0,0,0,2,0,0,0
1998,Ivory Coast,437,8,0,0,2,3,0,1,0,4,1,1,1
1998,Jamaica,51,1,0,0,0,1,0,0,0,1,0,0,0
1998,Japan,740,0,0,0,0,0,0,0,0,0,0,0,0
1998,Jordan,663,0,0,0,0,0,0,0,0,0,0,0,0
1998,Kazakhstan,705,5,4,0,0,0,1,0,0,5,0,0,0
1998,Kenya,501,4,0,0,0,3,1,0,0,3,1,0,0
1998,Kuwait,690,0,0,0,0,0,0,0,0,0,0,0,0
1998,Kyrgyzstan,703,2,1,0,0,1,0,0,0,2,0,0,0
1998,Laos,812,0,0,0,0,0,0,0,0,0,0,0,0
1998,Latvia,367,12,0,0,0,7,0,0,5,12,0,1,0
1998,Lebanon,660,0,0,0,0,0,0,0,0,0,0,0,0
1998,Lesotho,570,55,0,0,0,4,0,0,0,3,1,1,1
1998,Liberia,450,2,1,0,0,1,0,0,0,0,2,0,0
1998,Libya,620,0,0,0,0,0,0,0,0,0,0,0,0
1998,Lithuania,368,0,0,0,0,0,0,0,0,0,0,0,0
1998,Luxembourg,212,0,0,0,0,0,0,0,0,0,0,0,0
1998,Macedonia,343,0,0,0,0,0,0,0,0,0,0,0,0
1998,Madagascar,580,3,0,0,0,3,0,0,0,3,0,0,0
1998,Malawi,553,0,0,0,0,0,0,0,0,0,0,0,0
1998,Malaysia,820,12,0,0,9,1,0,0,0,8,2,2,1
1998,Mali,432,13,0,0,0,1,0,0,0,0,1,0,0
1998,Mauritania,435,1,0,0,0,1,0,0,0,1,0,1,0
1998,Mauritius,590,0,0,0,0,0,0,0,0,0,0,0,0
1998,Mexico,70,9,0,0,2,7,0,1,0,6,2,1,1
1998,Moldova,359,3,3,0,0,2,0,0,0,2,1,0,0
1998,Mongolia,712,2,1,0,0,1,0,0,0,2,0,0,0
1998,Morocco,600,1,0,0,0,0,1,0,0,0,1,0,0
1998,Mozambique,541,1,1,0,0,0,0,0,0,1,0,0,0
1998,Myanmar,775,2,0,0,0,2,0,0,0,2,0,0,0
1998,Namibia,565,190,1,0,0,9,0,1,0,9,0,0,0
1998,Nepal,790,20,0,0,2,2,3,1,0,4,2,0,0
1998,Netherlands,210,0,0,0,0,0,0,0,0,0,0,0,0
1998,Nicaragua,93,3,2,0,0,0,1,0,0,2,1,0,0
1998,Niger,436,22,4,0,0,4,0,5,0,2,8,0,0
1998,Nigeria,475,2,0,0,0,2,0,0,0,0,2,1,1
1998,North Korea,731,1,0,0,0,1,0,0,0,1,0,0,0
1998,Norway,385,0,0,0,0,0,0,0,0,0,0,0,0
1998,Oman,698,0,0,0,0,0,0,0,0,0,0,0,0
1998,Pakistan,770,7,0,0,0,3,0,0,3,2,4,2,1
1998,Panama,95,5,1,0,0,4,0,0,0,2,2,2,2
1998,Papua New Guinea,910,1,0,0,1,0,0,0,0,1,0,0,0
1998,Paraguay,150,0,0,0,0,0,0,0,0,0,0,0,0
1998,Peru,135,9,0,0,0,9,0,0,0,9,0,1,0
1998,Philippines,840,0,0,0,0,0,0,0,0,0,0,0,0
1998,Poland,290,17,1,0,1,14,0,1,0,14,2,0,0
1998,Portugal,235,0,0,0,0,0,0,0,0,0,0,0,0
1998,Qatar,694,0,0,0,0,0,0,0,0,0,0,0,0
1998,Romania,360,4,2,0,0,2,2,1,0,4,0,0,0
1998,Russia,365,7,5,0,0,2,0,1,0,7,0,0,0
1998,Rwanda,517,0,0,0,0,0,0,0,0,0,0,0,0
1998,Saudi Arabia,670,0,0,0,0,0,0,0,0,0,0,0,0
1998,Senegal,433,1,0,0,0,1,0,0,0,1,0,0,0
1998,Sierra Leone,451,0,0,0,0,0,0,0,0,0,0,0,0
1998,Singapore,830,0,0,0,0,0,0,0,0,0,0,0,0
1998,Slovak Republic,317,0,0,0,0,0,0,0,0,0,0,0,0
1998,Slovenia,349,0,0,0,0,0,0,0,0,0,0,0,0
1998,Somalia,520,0,0,0,0,0,0,0,0,0,0,0,0
1998,South Africa,560,2,0,0,0,2,0,0,0,2,0,0,0
1998,South Korea,732,15,0,0,0,12,0,0,0,11,1,2,1
1998,Spain,230,0,0,0,0,0,0,0,0,0,0,0,0
1998,Sri Lanka,780,1,0,0,0,1,0,0,0,1,0,0,0
1998,Sudan,625,0,0,0,0,0,0,0,0,0,0,0,0
1998,Suriname,115,124,6,0,0,4,0,0,0,9,0,0,0
1998,Swaziland,572,1,0,0,0,1,0,0,0,1,0,0,0
1998,Sweden,380,0,0,0,0,0,0,0,0,0,0,0,0
1998,Switzerland,225,0,0,0,0,0,0,0,0,0,0,0,0
1998,Syria,652,0,0,0,0,0,0,0,0,0,0,0,0
1998,Taiwan,713,5,1,2,0,2,0,0,0,5,0,0,0
1998,Tajikistan,702,0,0,0,0,0,0,0,0,0,0,0,0
1998,Tanzania,510,2,0,0,0,1,0,0,1,0,2,1,1
1998,Thailand,800,13,1,2,0,2,0,0,0,3,2,0,0
1998,Togo,461,7,0,0,0,7,0,0,0,2,5,3,3
1998,Tunisia,616,0,0,0,0,0,0,0,0,0,0,0,0
1998,Turkey,640,6,0,0,0,1,0,0,2,3,0,0,0
1998,Turkmenistan,701,0,0,0,0,0,0,0,0,0,0,0,0
1998,Uganda,500,2,1,0,0,0,0,0,0,1,0,0,0
1998,Ukraine,369,2,1,0,0,1,0,0,0,2,0,0,0
1998,United Arab Emirate,696,0,0,0,0,0,0,0,0,0,0,0,0
1998,United Kingdom,200,33,5,0,1,15,2,0,0,14,6,0,0
1998,Uruguay,165,1,0,0,0,1,0,0,0,1,0,0,0
1998,Uzbekistan,704,0,0,0,0,0,0,0,0,0,0,0,0
1998,Venezuela,101,23,3,0,0,3,0,0,0,5,1,1,0
1998,Vietnam,816,0,0,0,0,0,0,0,0,0,0,0,0
1998,Yemen,679,12,0,0,0,0,1,0,0,0,1,1,1
1998,Yugoslavia,347,14,0,0,5,9,0,0,0,12,2,3,0
1998,Zambia,551,5,3,0,0,3,0,0,0,2,3,0,0
1998,Zimbabwe,552,21,2,0,0,4,3,2,0,4,5,4,3
1999,Afghanistan,700,0,0,0,0,0,0,0,0,0,0,0,0
1999,Albania,339,0,0,0,0,0,0,0,0,0,0,0,0
1999,Algeria,615,1,0,0,0,1,0,0,0,1,0,1,0
1999,Angola,540,1,0,0,0,0,1,0,0,1,0,1,0
1999,Argentina,160,41,1,0,0,2,1,0,0,2,2,1,1
1999,Armenia,371,28,0,0,0,0,1,1,0,2,0,0,0
1999,Austria,305,1,0,0,0,1,0,0,1,1,0,0,0
1999,Azerbaijan,373,10,1,0,2,7,0,0,0,7,3,2,1
1999,Bahrain,692,0,0,0,0,0,0,0,0,0,0,0,0
1999,Bangladesh,771,30,0,0,0,10,1,10,2,9,14,9,8
1999,Belarus,370,4,0,0,0,4,0,3,0,3,1,1,1
1999,Belgium,211,0,0,0,0,0,0,0,0,0,0,0,0
1999,Benin,434,0,0,0,0,0,0,0,0,0,0,0,0
1999,Bhutan,760,1,0,0,0,1,0,0,1,1,0,0,0
1999,Bolivia,145,3,0,0,0,3,0,0,0,2,1,0,0
1999,Bosnia,346,0,0,0,0,0,0,0,0,0,0,0,0
1999,Botswana,571,0,0,0,0,0,0,0,0,0,0,0,0
1999,Brazil,140,17,1,0,1,8,0,0,0,10,0,2,0
1999,Bulgaria,355,1,1,0,0,0,0,0,0,1,0,0,0
1999,Burkina Faso,439,6,0,0,0,5,0,0,0,2,3,0,0
1999,Burundi,516,0,0,0,0,0,0,0,0,0,0,0,0
1999,Cambodia,811,1,1,0,0,0,0,0,0,1,0,0,0
1999,Cameroon,471,0,0,0,0,0,0,0,0,0,0,0,0
1999,Canada,20,0,0,0,0,0,0,0,0,0,0,0,0
1999,Cape Verde,402,0,0,0,0,0,0,0,0,0,0,0,0
1999,Central African Republic,482,1,0,0,0,1,0,0,0,0,1,0,0
1999,Chad,483,0,0,0,0,0,0,0,0,0,0,0,0
1999,Chile,155,5,0,0,0,4,0,0,0,3,1,0,0
1999,China,710,13,0,0,0,4,1,0,3,7,1,0,0
1999,Colombia,100,18,0,0,0,7,0,0,0,7,0,1,0
1999,Comoros,581,3,0,0,0,1,0,0,0,0,1,0,0
1999,Congo Brazzaville,484,0,0,0,0,0,0,0,0,0,0,0,0
1999,Congo Kinshasa,490,2,0,0,0,2,0,0,0,2,0,0,0
1999,Costa Rica,94,13,0,1,0,1,0,0,0,1,0,0,0
1999,Croatia,344,0,0,0,0,0,0,0,0,0,0,0,0
1999,Cuba,40,1,0,0,0,1,0,0,0,1,0,0,0
1999,Cyprus,352,0,0,0,0,0,0,0,0,0,0,0,0
1999,Czech Republic,316,0,0,0,0,0,0,0,0,0,0,0,0
1999,Denmark,390,0,0,0,0,0,0,0,0,0,0,0,0
1999,Djibouti,522,0,0,0,0,0,0,0,0,0,0,0,0
1999,Dominican Republic,42,6,0,0,0,2,1,0,0,1,1,1,1
1999,Ecuador,130,96,2,0,0,7,4,0,0,10,1,0,0
1999,Egypt,651,0,0,0,0,0,0,0,0,0,0,0,0
1999,El Salvador,92,2,1,0,0,1,0,0,0,2,0,0,0
1999,Equatorial Guinea,411,0,0,0,0,0,0,0,0,0,0,0,0
1999,Eritrea,531,0,0,0,0,0,0,0,0,0,0,0,0
1999,Estonia,366,4,1,0,1,1,0,0,0,3,0,0,0
1999,Ethiopia,530,0,0,0,0,0,0,0,0,0,0,0,0
1999,Finland,375,0,0,0,0,0,0,0,0,0,0,0,0
1999,France,220,12,2,0,0,4,2,1,2,8,3,0,0
1999,Gabon,481,2,0,0,0,2,0,0,0,0,2,0,0
1999,Gambia,420,0,0,0,0,0,0,0,0,0,0,0,0
1999,Georgia,372,1,1,0,0,0,0,0,0,1,0,0,0
1999,Germany,255,4,3,0,0,2,2,0,0,4,0,0,0
1999,Ghana,452,4,1,0,0,1,3,0,0,2,2,1,1
1999,Greece,350,3,0,0,0,3,0,0,0,1,2,0,0
1999,Guatemala,90,0,0,0,0,0,0,0,0,0,0,0,0
1999,Guinea,438,0,0,0,0,0,0,0,0,0,0,0,0
1999,Guinea-Bissau,404,3,2,0,0,1,0,0,0,2,1,0,0
1999,Guyana,110,50,0,0,0,0,0,1,0,1,0,1,0
1999,Haiti,41,23,0,0,3,3,0,0,0,1,5,2,2
1999,Honduras,91,11,2,1,0,3,1,0,0,5,0,0,0
1999,Hungary,310,2,1,0,0,1,0,0,0,1,1,0,0
1999,India,750,7,0,1,0,0,0,0,0,1,0,0,0
1999,Indonesia,850,17,0,0,2,12,0,0,1,10,5,3,2
1999,Iran,630,7,0,0,0,2,0,0,2,2,2,2,2
1999,Iraq,645,0,0,0,0,0,0,0,0,0,0,0,0
1999,Ireland,205,1,0,0,0,1,0,0,0,0,1,0,0
1999,Italy,325,4,0,1,0,2,0,0,0,3,0,0,0
1999,Ivory Coast,437,13,4,0,1,7,2,0,0,5,8,0,0
1999,Jamaica,51,5,0,0,1,0,1,0,0,0,2,1,1
1999,Japan,740,3,1,2,0,0,0,0,0,3,0,0,0
1999,Jordan,663,0,0,0,0,0,0,0,0,0,0,0,0
1999,Kazakhstan,705,5,4,0,0,1,0,0,0,5,0,0,0
1999,Kenya,501,4,1,1,1,2,0,1,0,1,1,2,1
1999,Kuwait,690,33,0,0,0,0,0,0,1,0,1,1,1
1999,Kyrgyzstan,703,0,0,0,0,0,0,0,0,0,0,0,0
1999,Laos,812,1,0,0,0,1,0,0,0,1,0,0,0
1999,Latvia,367,7,0,0,0,4,4,0,0,7,0,0,0
1999,Lebanon,660,0,0,0,0,0,0,0,0,0,0,0,0
1999,Lesotho,570,2,0,0,0,2,0,0,0,2,0,0,0
1999,Liberia,450,2,0,0,0,2,0,0,0,0,2,1,1
1999,Libya,620,0,0,0,0,0,0,0,0,0,0,0,0
1999,Lithuania,368,18,4,0,1,8,4,0,0,11,0,0,0
1999,Luxembourg,212,0,0,0,0,0,0,0,0,0,0,0,0
1999,Macedonia,343,0,0,0,0,0,0,0,0,0,0,0,0
1999,Madagascar,580,0,0,0,0,0,0,0,0,0,0,0,0
1999,Malawi,553,2,0,0,0,2,0,0,0,1,1,1,0
1999,Malaysia,820,9,1,0,5,0,2,0,0,8,0,2,0
1999,Mali,432,0,0,0,0,0,0,0,0,0,0,0,0
1999,Mauritania,435,3,0,0,0,3,0,0,0,1,2,1,1
1999,Mauritius,590,5,0,0,1,1,0,0,0,0,2,1,1
1999,Mexico,70,4,0,0,1,3,0,0,0,1,3,2,2
1999,Moldova,359,6,2,0,0,0,0,0,0,0,2,0,0
1999,Mongolia,712,0,0,0,0,0,0,0,0,0,0,0,0
1999,Morocco,600,0,0,0,0,0,0,0,0,0,0,0,0
1999,Mozambique,541,0,0,0,0,0,0,0,0,0,0,0,0
1999,Myanmar,775,0,0,0,0,0,0,0,0,0,0,0,0
1999,Namibia,565,10,0,0,0,9,0,1,0,10,0,0,0
1999,Nepal,790,5,0,0,2,2,1,0,2,1,4,0,0
1999,Netherlands,210,0,0,0,0,0,0,0,0,0,0,0,0
1999,Nicaragua,93,8,0,0,0,4,1,0,0,1,3,2,2
1999,Niger,436,5,2,0,0,2,0,0,0,2,2,0,0
1999,Nigeria,475,0,0,0,0,0,0,0,0,0,0,0,0
1999,North Korea,731,1,0,0,0,1,0,0,0,0,1,0,0
1999,Norway,385,1,1,0,0,0,0,0,0,1,0,0,0
1999,Oman,698,0,0,0,0,0,0,0,0,0,0,0,0
1999,Pakistan,770,5,0,0,0,3,0,1,1,4,1,1,0
1999,Panama,95,0,0,0,0,0,0,0,0,0,0,0,0
1999,Papua New Guinea,910,0,0,0,0,0,0,0,0,0,0,0,0
1999,Paraguay,150,2,1,0,0,2,0,0,0,1,1,0,0
1999,Peru,135,45,1,0,0,7,0,0,0,6,2,0,0
1999,Philippines,840,1,0,0,0,1,0,0,0,1,0,0,0
1999,Poland,290,11,1,1,0,1,1,1,0,2,0,0,0
1999,Portugal,235,0,0,0,0,0,0,0,0,0,0,0,0
1999,Qatar,694,0,0,0,0,0,0,0,0,0,0,0,0
1999,Romania,360,25,3,0,0,3,2,0,0,5,2,1,1
1999,Russia,365,2,0,0,0,2,0,0,0,2,0,0,0
1999,Rwanda,517,0,0,0,0,0,0,0,0,0,0,0,0
1999,Saudi Arabia,670,0,0,0,0,0,0,0,0,0,0,0,0
1999,Senegal,433,0,0,0,0,0,0,0,0,0,0,0,0
1999,Sierra Leone,451,0,0,0,0,0,0,0,0,0,0,0,0
1999,Singapore,830,0,0,0,0,0,0,0,0,0,0,0,0
1999,Slovak Republic,317,1,1,0,0,1,1,0,1,1,0,0,0
1999,Slovenia,349,0,0,0,0,0,0,0,0,0,0,0,0
1999,Somalia,520,0,0,0,0,0,0,0,0,0,0,0,0
1999,South Africa,560,0,0,0,0,0,0,0,0,0,0,0,0
1999,South Korea,732,29,10,0,0,9,0,0,0,14,5,3,3
1999,Spain,230,3,1,0,0,2,0,0,0,3,0,0,0
1999,Sri Lanka,780,3,0,0,1,2,0,0,0,2,1,0,0
1999,Sudan,625,0,0,0,0,0,0,0,0,0,0,0,0
1999,Suriname,115,47,2,0,0,11,2,0,0,8,5,0,0
1999,Swaziland,572,0,0,0,0,0,0,0,0,0,0,0,0
1999,Sweden,380,0,0,0,0,0,0,0,0,0,0,0,0
1999,Switzerland,225,0,0,0,0,0,0,0,0,0,0,0,0
1999,Syria,652,0,0,0,0,0,0,0,0,0,0,0,0
1999,Taiwan,713,5,1,2,0,1,0,0,1,5,0,0,0
1999,Tajikistan,702,0,0,0,0,0,0,0,0,0,0,0,0
1999,Tanzania,510,0,0,0,0,0,0,0,0,0,0,0,0
1999,Thailand,800,7,1,2,0,0,0,0,0,3,0,0,0
1999,Togo,461,0,0,0,0,0,0,0,0,0,0,0,0
1999,Tunisia,616,0,0,0,0,0,0,0,0,0,0,0,0
1999,Turkey,640,3,0,0,2,1,0,0,0,0,3,1,1
1999,Turkmenistan,701,0,0,0,0,0,0,0,0,0,0,0,0
1999,Uganda,500,0,0,0,0,0,0,0,0,0,0,0,0
1999,Ukraine,369,0,0,0,0,0,0,0,0,0,0,0,0
1999,United Arab Emirate,696,0,0,0,0,0,0,0,0,0,0,0,0
1999,United Kingdom,200,16,2,0,0,10,4,0,0,10,5,0,0
1999,Uruguay,165,5,1,0,0,2,0,0,0,2,1,0,0
1999,Uzbekistan,704,0,0,0,0,0,0,0,0,0,0,0,0
1999,Venezuela,101,13,5,0,1,5,0,0,0,9,1,1,1
1999,Vietnam,816,0,0,0,0,0,0,0,0,0,0,0,0
1999,Yemen,679,0,0,0,0,0,0,0,0,0,0,0,0
1999,Yugoslavia,347,31,4,0,0,29,0,19,0,26,5,3,1
1999,Zambia,551,1,0,0,0,1,0,0,0,1,0,0,0
1999,Zimbabwe,552,3,1,0,1,2,0,0,0,2,1,1,0
2000,Afghanistan,700,0,0,0,0,0,0,0,0,0,0,0,0
2000,Albania,339,1,0,0,0,1,0,0,0,0,1,0,0
2000,Algeria,615,0,0,0,0,0,0,0,0,0,0,0,0
2000,Angola,540,2,0,0,0,0,2,0,0,2,0,1,0
2000,Argentina,160,7,0,0,0,4,0,0,0,3,1,1,0
2000,Armenia,371,16,0,0,0,3,0,3,0,6,0,0,0
2000,Austria,305,6,0,0,0,6,0,0,0,4,2,1,1
2000,Azerbaijan,373,12,0,0,0,10,0,1,1,11,1,3,1
2000,Bahrain,692,1,1,0,0,0,0,0,0,1,0,0,0
2000,Bangladesh,771,31,0,0,0,8,0,3,1,5,7,1,1
2000,Belarus,370,6,0,0,0,5,1,2,0,6,0,1,0
2000,Belgium,211,4,0,0,0,0,1,0,0,1,0,0,0
2000,Benin,434,2,0,0,0,1,0,0,0,0,1,0,0
2000,Bhutan,760,0,0,0,0,0,0,0,0,0,0,0,0
2000,Bolivia,145,29,1,0,0,2,2,0,0,2,3,2,2
2000,Bosnia,346,0,0,0,0,0,0,0,0,0,0,0,0
2000,Botswana,571,2,1,0,0,2,0,0,0,1,1,0,0
2000,Brazil,140,23,0,0,1,8,0,0,0,8,1,1,0
2000,Bulgaria,355,1,1,0,0,1,0,1,0,1,0,0,0
2000,Burkina Faso,439,5,0,0,0,3,0,0,0,3,0,1,0
2000,Burundi,516,3,0,0,0,2,0,1,0,0,3,2,2
2000,Cambodia,811,3,1,1,0,1,0,0,0,3,0,0,0
2000,Cameroon,471,3,1,0,0,2,0,0,1,1,1,0,0
2000,Canada,20,5,0,0,1,3,0,0,0,2,2,0,0
2000,Cape Verde,402,0,0,0,0,0,0,0,0,0,0,0,0
2000,Central African Republic,482,7,4,0,0,1,0,1,0,4,2,3,2
2000,Chad,483,0,0,0,0,0,0,0,0,0,0,0,0
2000,Chile,155,5,1,0,0,5,0,0,0,5,0,0,0
2000,China,710,23,2,0,1,4,1,0,5,9,4,5,1
2000,Colombia,100,8,0,0,0,6,0,0,0,6,0,0,0
2000,Comoros,581,4,0,0,0,3,1,0,0,3,1,0,0
2000,Congo Brazzaville,484,0,0,0,0,0,0,0,0,0,0,0,0
2000,Congo Kinshasa,490,1,0,0,0,1,0,0,1,1,0,0,0
2000,Costa Rica,94,11,0,1,0,5,7,0,0,6,2,0,0
2000,Croatia,344,0,0,0,0,0,0,0,0,0,0,0,0
2000,Cuba,40,0,0,0,0,0,0,0,0,0,0,0,0
2000,Cyprus,352,3,0,0,0,3,0,0,0,3,0,0,0
2000,Czech Republic,316,26,0,0,0,1,0,1,0,1,0,0,0
2000,Denmark,390,0,0,0,0,0,0,0,0,0,0,0,0
2000,Djibouti,522,1,0,0,0,1,0,0,0,0,1,1,1
2000,Dominican Republic,42,1,1,0,0,1,0,0,0,0,1,0,0
2000,Ecuador,130,74,6,0,0,12,1,0,0,16,2,0,0
2000,Egypt,651,1,0,0,1,0,0,0,0,0,1,1,1
2000,El Salvador,92,5,1,0,0,3,0,0,0,3,1,0,0
2000,Equatorial Guinea,411,1,1,0,0,0,0,0,0,1,0,0,0
2000,Eritrea,531,0,0,0,0,0,0,0,0,0,0,0,0
